id;uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_até per;qtde exec orig;qtde exec red;qtde exec total (orig+red);eficácia final;valor_orcado;valor_emp orig;valor_liquid ;eficiência liq final;sequencia_sub_acao;Reforma
430;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;548;Antiga/Extinta
431;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;550;Antiga/Extinta
432;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;551;Antiga/Extinta
433;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;561;Antiga/Extinta
434;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;600;Antiga/Extinta
435;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;645;Antiga/Extinta
436;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;959;Antiga/Extinta
437;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;1442;Antiga/Extinta
438;2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;0;0;0;0;0;0;0;0;1443;Antiga/Extinta
439;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;549;Antiga/Extinta
440;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;3;0;0;0;0;5000;0;0;0;552;Antiga/Extinta
441;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;3;0;0;0;0;5000;0;0;0;554;Antiga/Extinta
442;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;562;Antiga/Extinta
443;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;599;Antiga/Extinta
444;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;3;0;0;0;0;5000;0;0;0;646;Antiga/Extinta
445;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;1444;Antiga/Extinta
446;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;1445;Antiga/Extinta
447;2003;227;2334;15;Unidade;Reunião realizada;9;0;S;4;0;0;0;0;5000;0;0;0;1447;Antiga/Extinta
448;2003;227;2334;15;Unidade;Reunião realizada;18;0;S;4;0;0;0;0;5000;0;0;0;2242;Antiga/Extinta
449;2003;227;2334;25;Unidade;Programa implantado;1;0;S;0;0;0;0;0;0;0;0;0;1717;Antiga/Extinta
450;2004;9;1323;1;Unidade;Curso realizado;7;0;S;0;0;0;0;0;300000;0;0;0;670;Antiga/Extinta
451;2004;9;2023;1;Percentual de execução;Sistema implantado;31;0;S;0;0;0;0;0;6100000;0;0;0;1041;Antiga/Extinta
452;2004;9;2023;2;Percentual de execução;Sistema modernizado;15;0;S;0;0;0;0;0;700000;0;0;0;1042;Antiga/Extinta
453;2004;9;2023;3;Percentual de execução;Escritório implantado;20;0;S;0;0;0;0;0;100000;0;0;0;1043;Antiga/Extinta
454;2004;9;2023;4;Unidade;Atividade realizada;500;0;S;100;0;0;0;0;3655000;0;0;0;669;Antiga/Extinta
455;2004;9;2023;6;Percentual de execução;Sistema implantado;40;0;S;0;0;0;0;0;3000000;0;0;0;1045;Antiga/Extinta
456;2004;9;2023;8;Percentual de execução;Arquivo público modernizado;20;0;S;17;0;0;0;0;1050000;0;0;0;2010;Antiga/Extinta
457;2004;9;2023;9;Percentual de execução;Processo modernizado;10;0;S;0;0;0;0;0;680000;0;0;0;2011;Antiga/Extinta
458;2004;9;2023;10;Pessoa;Servidor capacitado;200;0;S;0;0;0;0;0;522000;0;0;0;2012;Antiga/Extinta
459;2004;9;2365;1;Unidade;Atendimento realizado;1000000;0;S;460375;0;0;0;0;0;0;0;0;2244;Antiga/Extinta
460;2004;9;2365;2;Percentual de execução;Funcionalidade implantanda;10;0;S;7;0;0;0;0;910000;37998,97;37998,97;0;1038;Antiga/Extinta
461;2004;9;2365;7;Unidade;Atendimento realizado;800000;0;S;682734;0;0;0;0;17306004;6311189,97;6311189,97;0;668;Antiga/Extinta
462;2004;9;2365;8;Percentual de execução;Sistema implantado;15;0;S;15;0;0;0;0;610000;45321,28;45321,28;0;1651;Antiga/Extinta
463;2004;222;2365;3;Percentual de execução;Sistema implantado;25;0;S;0;0;0;0;0;1998000;0;0;0;1039;Antiga/Extinta
464;2004;222;2365;4;Percentual de execução;Central implantada;50;0;S;0;0;0;0;0;1400000;0;0;0;666;Antiga/Extinta
465;2004;222;2365;5;Percentual de execução;Central implantada;50;0;S;0;0;0;0;0;1400000;0;0;0;667;Antiga/Extinta
466;2004;222;2365;6;Unidade;SAC's Modernizados;2;0;S;0;0;0;0;0;500000;0;0;0;664;Antiga/Extinta
467;2100;60;2897;1;Unidade;Ação integrada para atendimento de ocorrência;4000;889;S;2589;3111;2589;5700;1,425;1185160;0;590204,22;2,861;2840;Inalterada
468;2100;109;2791;1;Pessoa;Servidor capacitado;2120;0;S;1823;1823;0;1823;0,86;7400;0;0;0;276;Inalterada
469;2100;109;2791;2;Pessoa;Servidor capacitado;2120;0;S;820;820;0;820;0,387;336600;1711598,44;1491851,55;0,087;277;Inalterada
470;2100;109;2802;2;Pessoa;Criança / adolescente atendido;432;0;N;460;460;0;460;1,065;5001;0;0;0;278;Inalterada
471;2100;109;2803;1;Unidade;Equipamento público atendido;750;0;N;535;535;0;535;0,713;120995974;119209512,7;118398996,4;0,729;1464;Inalterada
472;2100;109;2803;2;Unidade;Via atendida;82;0;N;130;130;0;130;1,585;3;0;0;0;1463;Inalterada
473;2100;242;1334;1;Unidade;Escola Municipal com sistema instalado;70;0;S;0;0;0;0;0;1420001;0;0;0;280;Inalterada
474;2100;242;1334;2;Unidade;Equipamento de Saúde com sistema instalado;69;0;S;0;0;0;0;0;1030000;0;0;0;281;Inalterada
475;2100;242;1391;1;Unidade;Ponto com videomonitoramento;120;0;S;13;13;0;13;0,108;3232960;4167,6;4167,6;84,038;279;Inalterada
476;2100;242;1391;2;Unidade;Relatório Mensal;12;0;S;0;0;0;0;0;0;0;0;0;2211;Inalterada
477;2100;242;2881;2;Unidade;Campanha desenvolvida;2;0;S;0;0;0;0;0;0;0;0;0;352;Inalterada
478;2100;242;2881;3;Pessoa;Jovem atendido;2500;0;S;3006;3006;0;3006;1,202;520000;250127,95;250127,95;2,5;325;Inalterada
479;2100;242;2881;6;Unidade;Observatório implantado;1;0;S;0;0;0;0;0;0;0;0;0;329;Inalterada
480;2100;242;2881;9;Unidade;Campanha desenvolvida;2;0;S;0;0;0;0;0;0;0;0;0;336;Inalterada
481;2100;242;2881;11;Unidade;Área pública revitalizada;25;0;S;0;0;0;0;0;0;0;0;0;339;Inalterada
482;2100;242;2881;13;Unidade;Câmara implantada;9;0;S;0;0;0;0;0;0;0;0;0;342;Inalterada
483;2101;164;2541;1;Unidade;Edificações em áreas de risco monitoradas;150;0;S;176;0;0;0;0;1989200;1497658,67;1497658,67;0;420;Antiga/Extinta
484;2101;164;2541;2;Unidade;Solicitação atendida;4000;0;S;2228;0;0;0;0;0;0;0;0;421;Antiga/Extinta
485;2101;164;2541;3;Unidade;Alerta emitido a 100% dos núcleos mobilizados;89;0;S;64;0;0;0;0;116000;57158,75;57158,75;0;422;Antiga/Extinta
486;2101;164;2541;6;Pessoa;Pessoa capacitada;300;0;S;286;0;0;0;0;0;0;0;0;425;Antiga/Extinta
487;2101;164;2541;7;Unidade;Vistoria técnica realizada em 100% das demandas;60;0;S;48;0;0;0;0;0;0;0;0;426;Antiga/Extinta
488;2101;164;2541;8;Unidade;Atividade realizada;20;0;S;4;0;0;0;0;0;0;0;0;395;Antiga/Extinta
489;2200;140;2041;2;Pessoa;Pessoa capacitada;4680;0;S;2386;2386;0;2386;0,51;69000;74443,73;0;0;1047;Inalterada
490;2200;140;2041;4;Pessoa;Pessoa capacitada;500;0;S;2673;2673;0;2673;5,346;13000;0;0;0;1037;Inalterada
491;2200;140;2041;7;Unidade;Plano Elaborado;1;0;N;1;1;0;1;1;0;0;0;0;493;Inalterada
492;2200;140;2046;1;Unidade;Escola contemplada;19;0;N;20;20;0;20;1,053;1641818;3831826,25;3831826,25;0,451;834;Inalterada
493;2200;140;2046;1;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;924170;3144589,8;3144589,8;0,294;835;Inalterada
494;2200;140;2046;1;Unidade;Escola contemplada;7;0;N;10;10;0;10;1,429;613270;3196502,8;3196502,8;0,274;836;Inalterada
495;2200;140;2046;1;Unidade;Escola contemplada;21;0;N;28;28;0;28;1,333;1765043;3526486,55;3526486,55;0,667;837;Inalterada
496;2200;140;2046;1;Unidade;Escola contemplada;14;0;N;18;18;0;18;1,286;1110700;2899822,8;2861978,8;0,499;838;Inalterada
497;2200;140;2046;1;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;1671906;3122503;3122503;0,535;839;Inalterada
498;2200;140;2046;1;Unidade;Escola contemplada;10;0;N;13;13;0;13;1,3;951183;2761687,3;2761687,3;0,448;840;Inalterada
499;2200;140;2046;1;Unidade;Escola contemplada;15;0;N;16;16;0;16;1,067;1342057;2955140,7;2955140,7;0,484;841;Inalterada
500;2200;140;2046;1;Unidade;Escola contemplada;14;0;N;19;19;0;19;1,357;1542768;2138311,6;2138311,6;0,979;842;Inalterada
501;2200;140;2046;2;Unidade;Escola contemplada;29;0;N;29;29;0;29;1;5929274;5215747,1;5215747,1;1,137;823;Inalterada
502;2200;140;2046;2;Unidade;Escola contemplada;15;0;N;14;14;0;14;0,933;1934238;1851829,2;1851829,2;0,975;825;Inalterada
503;2200;140;2046;2;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;2527469;2303982,6;2303982,6;1,097;826;Inalterada
504;2200;140;2046;2;Unidade;Escola contemplada;30;0;N;30;30;0;30;1;4518242;4148643,6;4148643,6;1,089;828;Inalterada
505;2200;140;2046;2;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;2306052;2431960,7;2431960,7;0,948;829;Inalterada
506;2200;140;2046;2;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;3642876;3289436,2;3289436,2;1,107;830;Inalterada
507;2200;140;2046;2;Unidade;Escola contemplada;16;0;N;16;16;0;16;1;2276303;2068423,1;2068423,1;1,101;831;Inalterada
508;2200;140;2046;2;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;2898406;2922762,7;2922762,7;0,992;832;Inalterada
509;2200;140;2046;2;Unidade;Escola contemplada;32;0;N;32;32;0;32;1;5569573;4886012,1;4886012,1;1,14;833;Inalterada
510;2200;140;2046;3;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;186498;183681,9;183681,9;1,015;843;Inalterada
511;2200;140;2046;3;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;267229;332245;332245;0,804;844;Inalterada
512;2200;140;2046;3;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;95271;74520,7;74520,7;1,278;845;Inalterada
513;2200;140;2046;3;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;175504;161687,1;161687,1;1,085;846;Inalterada
514;2200;140;2046;3;Unidade;Escola contemplada;12;0;N;12;12;0;12;1;101687;92863,5;92863,5;1,095;847;Inalterada
515;2200;140;2046;3;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;125427;122281,8;122281,8;1,026;848;Inalterada
516;2200;140;2046;3;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;105466;86207,6;86207,6;1,223;849;Inalterada
517;2200;140;2046;3;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;87830;74305,6;74305,6;1,182;850;Inalterada
518;2200;140;2046;3;Unidade;Escola contemplada;19;0;N;19;19;0;19;1;160522;163121,3;163121,3;0,984;851;Inalterada
519;2200;140;2046;4;escola;Escola contemplada;19;0;N;20;20;0;20;1,053;520583;289457,81;289457,81;1,893;892;Inalterada
520;2200;140;2046;4;escola;Escola contemplada;11;0;N;10;10;0;10;0,909;320598;157443,52;157443,52;1,851;893;Inalterada
521;2200;140;2046;4;escola;Escola contemplada;7;0;N;9;9;0;9;1,286;235887;98653;98653;3,074;894;Inalterada
522;2200;140;2046;4;escola;Escola contemplada;21;0;N;22;22;0;22;1,048;685403;245947,59;245947,59;2,919;895;Inalterada
523;2200;140;2046;4;escola;Escola contemplada;14;0;N;14;14;0;14;1;361539;156628,03;156628,03;2,308;896;Inalterada
524;2200;140;2046;4;escola;Escola contemplada;20;0;N;19;19;0;19;0,95;525324;216870,48;216870,48;2,301;897;Inalterada
525;2200;140;2046;4;escola;Escola contemplada;10;0;N;11;11;0;11;1,1;326041;160251,04;160251,04;2,238;898;Inalterada
526;2200;140;2046;4;escola;Escola contemplada;15;0;N;14;14;0;14;0,933;491584;186343,13;186343,13;2,462;899;Inalterada
527;2200;140;2046;4;escola;Escola contemplada;14;0;N;17;17;0;17;1,214;482367;182193,13;182193,13;3,215;900;Inalterada
528;2200;140;2046;5;Unidade;Escola contemplada;29;0;N;27;27;0;27;0,931;1284940;328830;328830;3,638;883;Inalterada
529;2200;140;2046;5;Unidade;Escola contemplada;15;0;N;12;12;0;12;0,8;532560;109803,99;109803,99;3,88;884;Inalterada
530;2200;140;2046;5;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;567448;114604,87;114604,87;3,631;885;Inalterada
531;2200;140;2046;5;Unidade;Escola contemplada;30;0;N;22;22;0;22;0,733;1146378;224172,54;224172,54;3,75;886;Inalterada
532;2200;140;2046;5;Unidade;Escola contemplada;18;0;N;14;14;0;14;0,778;582000;167721,94;167721,94;2,699;887;Inalterada
533;2200;140;2046;5;Unidade;Escola contemplada;20;0;N;17;17;0;17;0,85;861000;205709,34;205709,34;3,558;888;Inalterada
534;2200;140;2046;5;Unidade;Escola contemplada;16;0;N;12;12;0;12;0,75;553000;121461,89;121461,89;3,415;889;Inalterada
535;2200;140;2046;5;Unidade;Escola contemplada;15;0;N;13;13;0;13;0,867;645000;136680,46;136680,46;4,09;890;Inalterada
536;2200;140;2046;5;Unidade;Escola contemplada;32;0;N;17;17;0;17;0,531;1309000;142799;142799;4,87;891;Inalterada
537;2200;140;2046;6;Unidade;Escola contemplada;18;0;N;0;0;0;0;0;69928;0;0;0;901;Inalterada
538;2200;140;2046;6;Unidade;Escola contemplada;11;0;N;1;1;0;1;0,091;76888;241;241;29,003;902;Inalterada
539;2200;140;2046;6;Unidade;Escola contemplada;10;0;N;0;0;0;0;0;34724;0;0;0;904;Inalterada
540;2200;140;2046;6;Unidade;Escola contemplada;18;0;N;0;0;0;0;0;67367;0;0;0;905;Inalterada
541;2200;140;2046;6;Unidade;Escola contemplada;12;0;N;0;0;0;0;0;33782;0;0;0;906;Inalterada
542;2200;140;2046;6;Unidade;Escola contemplada;15;0;N;0;0;0;0;0;45641;0;0;0;907;Inalterada
543;2200;140;2046;6;Unidade;Escola contemplada;10;0;N;0;0;0;0;0;39574;0;0;0;908;Inalterada
544;2200;140;2046;6;Unidade;Escola contemplada;11;0;N;0;0;0;0;0;36782;0;0;0;909;Inalterada
545;2200;140;2046;6;Unidade;Escola contemplada;19;0;N;0;0;0;0;0;64662;0;0;0;910;Inalterada
546;2200;140;2046;9;Unidade;Escola contemplada;19;0;N;9;9;0;9;0,474;74900;184122;184122;0,193;874;Inalterada
547;2200;140;2046;9;Unidade;Escola contemplada;11;0;N;10;10;0;10;0,909;62300;226687;226687;0,25;875;Inalterada
548;2200;140;2046;9;Unidade;Escola contemplada;7;0;N;5;5;0;5;0,714;40250;30903;30903;0,93;876;Inalterada
549;2200;140;2046;9;Unidade;Escola contemplada;21;0;N;9;9;0;9;0,429;96250;236968;236968;0,174;877;Inalterada
550;2200;140;2046;9;Unidade;Escola contemplada;14;0;N;8;8;0;8;0,571;83650;237471;237471;0,201;878;Inalterada
551;2200;140;2046;9;Unidade;Escola contemplada;20;0;N;8;8;0;8;0,4;66500;168793;168793;0,158;879;Inalterada
552;2200;140;2046;9;Unidade;Escola contemplada;10;0;N;7;7;0;7;0,7;49000;178030;178030;0,193;880;Inalterada
553;2200;140;2046;9;Unidade;Escola contemplada;15;0;N;6;6;0;6;0,4;56000;322543;322543;0,069;881;Inalterada
554;2200;140;2046;9;Unidade;Escola contemplada;14;0;N;8;8;0;8;0,571;82250;119295;119295;0,394;882;Inalterada
555;2200;140;2046;10;Unidade;Escola contemplada;29;0;N;16;16;0;16;0,552;561200;2269652;2269652;0,136;865;Inalterada
556;2200;140;2046;10;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;287000;976387,95;976387,95;0,216;866;Inalterada
557;2200;140;2046;10;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;268800;1215001;1215001;0,162;867;Inalterada
558;2200;140;2046;10;Unidade;Escola contemplada;30;0;N;23;23;0;23;0,767;491650;2283142;2283142;0,165;868;Inalterada
559;2200;140;2046;10;Unidade;Escola contemplada;18;0;N;13;13;0;13;0,722;327950;761957,48;761957,48;0,311;869;Inalterada
560;2200;140;2046;10;Unidade;Escola contemplada;20;0;N;16;16;0;16;0,8;415450;876348,83;876348,83;0,379;870;Inalterada
561;2200;140;2046;10;Unidade;Escola contemplada;16;0;N;10;10;0;10;0,625;260750;1049539;1049539;0,155;871;Inalterada
562;2200;140;2046;10;Unidade;Escola contemplada;15;0;N;13;13;0;13;0,867;269850;792748;792748;0,295;872;Inalterada
563;2200;140;2046;10;Unidade;Escola contemplada;32;0;N;24;24;0;24;0,75;506250;1855915,51;1855915,51;0,205;873;Inalterada
564;2200;140;2046;12;Unidade;Escola contemplada;19;0;N;19;19;0;19;1;483875;4551485;4551485;0,106;2056;Inalterada
565;2200;140;2046;12;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;1000;0;0;0;2057;Inalterada
566;2200;140;2046;12;Unidade;Escola contemplada;7;0;N;7;7;0;7;1;387822;1312265;1312265;0,296;2058;Inalterada
567;2200;140;2046;12;Unidade;Escola contemplada;21;0;N;21;21;0;21;1;1082560;5092707;5092707;0,213;2059;Inalterada
568;2200;140;2046;12;Unidade;Escola contemplada;14;0;N;12;12;0;12;0,857;1436610;3264915;3264915;0,377;2060;Inalterada
569;2200;140;2046;12;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;1000;2590046;2590046;0;2061;Inalterada
570;2200;140;2046;12;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;1431073;4476254;4476254;0,32;2062;Inalterada
571;2200;140;2046;12;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;1151148;6335214;6335214;0,182;2063;Inalterada
572;2200;140;2046;12;Unidade;Escola contemplada;14;0;N;14;14;0;14;1;1986361;5473473;5473473;0,363;2064;Inalterada
573;2200;140;2046;13;Unidade;Escola contemplada;29;0;N;29;29;0;29;1;33523093;43033478;43033478;0,779;2042;Inalterada
574;2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;15892385;18381601;18381601;0,865;2043;Inalterada
575;2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;16768779;23341442;23341442;0,718;2045;Inalterada
576;2200;140;2046;13;Unidade;Escola contemplada;30;0;N;30;30;0;30;1;30944637;42500489;42500489;0,728;2047;Inalterada
577;2200;140;2046;13;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;17098797;23894987;23894987;0,716;2049;Inalterada
578;2200;140;2046;13;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;21190029;29932816;29932816;0,708;2052;Inalterada
579;2200;140;2046;13;Unidade;Escola contemplada;16;0;N;16;16;0;16;1;16621481;17749601;17749601;0,936;2053;Inalterada
580;2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;18441434;23782013;23782013;0,775;2054;Inalterada
581;2200;140;2046;13;Unidade;Escola contemplada;32;0;N;32;32;0;32;1;32971826;30903487;30903487;1,067;2055;Inalterada
582;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;4;4;0;4;1,333;60000;80000;80000;1;2250;Inalterada
583;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60000;40000;40000;1;2251;Inalterada
584;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60000;40000;40000;1;2252;Inalterada
585;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;6;6;0;6;2;60000;120000;120000;1;2253;Inalterada
586;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60000;40000;40000;1;2254;Inalterada
587;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;4;4;0;4;1,333;60000;80000;80000;1;2255;Inalterada
588;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60000;40000;40000;1;2256;Inalterada
589;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;3;3;0;3;1;60000;60000;60000;1;2257;Inalterada
590;2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60000;40000;40000;1;2258;Inalterada
591;2200;140;2080;1;Pessoa;Aluno matriculado;7365;0;N;6301;6301;0;6301;0,856;47060000;47763315,96;47664537,37;0,845;389;Inalterada
592;2200;140;2080;1;Pessoa;Aluno matriculado;2500;0;N;1495;1495;0;1495;0,598;6393100;9422304,9;9422304,9;0,406;391;Inalterada
593;2200;140;2080;1;Pessoa;Aluno matriculado;9023;0;N;8087;8087;0;8087;0,896;57504716;60038404,34;59826197,89;0,861;414;Inalterada
594;2200;140;2080;1;Pessoa;Aluno matriculado;1800;0;N;1140;1140;0;1140;0,633;4378000;1107776;1107776;2,503;415;Inalterada
595;2200;140;2080;1;Pessoa;Aluno matriculado;23000;0;N;18096;18096;0;18096;0,787;101963600;111744795,1;111348222,9;0,72;430;Inalterada
596;2200;140;2080;1;Pessoa;Aluno matriculado;2750;0;N;2041;2041;0;2041;0,742;7261000;1705446,99;1705446,99;3,16;431;Inalterada
597;2200;140;2080;1;Pessoa;Aluno matriculado;1500;0;N;1147;1147;0;1147;0,765;3911000;999055,99;999055,99;2,993;442;Inalterada
598;2200;140;2080;1;Pessoa;Aluno matriculado;11000;0;N;7971;7971;0;7971;0,725;55332300;57141493;56942225,45;0,704;447;Inalterada
599;2200;140;2080;1;Pessoa;Aluno matriculado;9000;0;N;9154;9154;0;9154;1,017;57014500;59250686,47;59043944,82;0,982;465;Inalterada
600;2200;140;2080;1;Pessoa;Aluno matriculado;1500;0;N;920;920;0;920;0,613;3453000;739793,24;739793,24;2,863;487;Inalterada
601;2200;140;2080;1;Pessoa;Aluno matriculado;21500;0;N;19487;19487;0;19487;0,906;118119900;118857489,5;118400977,5;0,904;497;Inalterada
602;2200;140;2080;1;Pessoa;Aluno matriculado;12750;0;N;12741;12741;0;12741;0,999;66213500;60746775,87;60454600,25;1,094;558;Inalterada
603;2200;140;2080;1;Pessoa;Aluno matriculado;21510;0;N;21505;21505;0;21505;1;118979900;115980566,3;115502931,2;1,03;607;Inalterada
604;2200;140;2080;1;Pessoa;Aluno matriculado;2465;0;N;2428;2428;0;2428;0,985;6705000;1624582,3;1624582,3;4,065;609;Inalterada
605;2200;140;2080;1;Pessoa;Aluno matriculado;12000;0;N;11178;11178;0;11178;0,932;64198000;68375746,92;68203181,05;0,877;1713;Inalterada
606;2200;140;2080;1;Pessoa;Aluno matriculado;1800;0;N;934;934;0;934;0,519;3567000;747333,01;747333,01;2,477;1714;Inalterada
607;2200;140;2080;1;Pessoa;Aluno matriculado;1300;0;N;1525;1525;0;1525;1,173;4159900;6860450,01;6860450,01;0,711;1953;Inalterada
608;2200;140;2080;1;Pessoa;Aluno matriculado;2500;0;N;2067;2067;0;2067;0,827;7124000;1713884,92;1713884,92;3,437;1955;Inalterada
609;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;393;Inalterada
610;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;416;Inalterada
611;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;433;Inalterada
612;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;443;Inalterada
613;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;448;Inalterada
614;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;496;Inalterada
615;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;553;Inalterada
616;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;673;Inalterada
617;2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;0;1693;Inalterada
618;2200;140;2150;1;Pessoa;Aluno matriculado;436;0;N;577;577;0;577;1,323;2134000;0;0;0;2494;Inalterada
619;2200;140;2334;3;Unidade;Evento realizado;1;0;S;2;2;0;2;2;8000;247002,59;247002,59;0,065;1448;Inalterada
620;2200;140;2503;2;Família;Família beneficiada;5;0;N;0;0;0;0;0;11000;0;0;0;466;Inalterada
621;2200;140;2503;2;Família;Família beneficiada;5;0;N;0;0;0;0;0;9000;0;0;0;467;Inalterada
622;2200;140;2503;2;Família;Família beneficiada;2;0;N;0;0;0;0;0;9000;0;0;0;468;Inalterada
623;2200;140;2503;2;Família;Família beneficiada;2;0;N;0;0;0;0;0;8000;0;0;0;469;Inalterada
624;2200;140;2503;2;Família;Família beneficiada;10;0;N;0;0;0;0;0;15000;0;0;0;470;Inalterada
625;2200;140;2503;2;Família;Família beneficiada;10;0;N;0;0;0;0;0;20000;0;0;0;472;Inalterada
626;2200;140;2503;2;Família;Família beneficiada;2;0;N;0;0;0;0;0;6000;0;0;0;473;Inalterada
627;2200;140;2503;2;Família;Família beneficiada;6;0;N;0;0;0;0;0;9000;0;0;0;474;Inalterada
628;2200;140;2503;2;Família;Família beneficiada;10;0;N;0;0;0;0;0;12000;0;0;0;475;Inalterada
629;2200;140;2542;1;Pessoa;Aluno matriculado;3350;0;N;2831;2831;0;2831;0,845;26931000;20031726,73;19954121,44;1,141;392;Inalterada
630;2200;140;2542;1;Pessoa;Aluno matriculado;6226;0;N;3490;3490;0;3490;0,561;27319700;20655579;20593766,92;0,744;418;Inalterada
631;2200;140;2542;1;Pessoa;Aluno matriculado;7000;0;N;7163;7163;0;7163;1,023;48217000;36754925,96;36648682,96;1,346;432;Inalterada
632;2200;140;2542;1;Pessoa;Aluno matriculado;3700;0;N;3647;3647;0;3647;0,986;30188200;28549277,17;28463660,06;1,045;445;Inalterada
633;2200;140;2542;1;Pessoa;Aluno matriculado;2300;0;N;2490;2490;0;2490;1,083;16993500;12560272,3;12499119,55;1,472;450;Inalterada
634;2200;140;2542;1;Pessoa;Aluno matriculado;5917;0;N;5910;5910;0;5910;0,999;33645400;32400661,63;32305578,45;1,04;502;Inalterada
635;2200;140;2542;1;Pessoa;Aluno matriculado;5800;0;N;6176;6176;0;6176;1,065;41843800;43419093,97;43286155,75;1,029;559;Inalterada
636;2200;140;2542;1;Pessoa;Aluno matriculado;6022;0;N;6590;6590;0;6590;1,094;43124500;42388712,16;42259994,42;1,117;606;Inalterada
637;2200;140;2542;1;Pessoa;Aluno matriculado;5899;0;N;5385;5385;0;5385;0,913;38184100;34385025,6;34291886,14;1,016;1715;Inalterada
638;2200;140;2542;2;Pessoa;Aluno matriculado;340;0;N;339;339;0;339;0,997;0;0;0;0;1884;Inalterada
639;2200;140;2542;2;Pessoa;Aluno matriculado;300;0;N;0;0;0;0;0;0;0;0;0;1885;Inalterada
