uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista_orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_ate_per;qtde_exec_orig;qtde_exec_red;qtde_exec_total;eficacia_final;valor_orcado;valor_emp_orig;valor_liquid ;eficiencia_liq_final;sequencia_sub_acao
2004;9;2023;1;Percentual de execu��o;Sistema implantado;31;0;S;0;;;;;6.100.000,00;0;0;;1041
2004;9;2023;2;Percentual de execu��o;Sistema modernizado;15;0;S;0;;;;;700.000,00;0;0;;1042
2004;9;2023;3;Percentual de execu��o;Escrit�rio implantado;20;0;S;0;;;;;100.000,00;0;0;;1043
2004;9;2023;4;Unidade;Atividade realizada;500;0;S;100;;;;;3.655.000,00;0;0;;669
2004;9;2023;6;Percentual de execu��o;Sistema implantado;40;0;S;0;;;;;3.000.000,00;0;0;;1045
2004;9;2023;8;Percentual de execu��o;Arquivo p�blico modernizado;20;0;S;17;;;;;1.050.000,00;0;0;;2010
2004;9;2023;9;Percentual de execu��o;Processo modernizado;10;0;S;0;;;;;680.000,00;0;0;;2011
2004;9;2023;10;Pessoa;Servidor capacitado;200;0;S;0;;;;;522.000,00;0;0;;2012
2004;9;2365;1;Unidade;Atendimento realizado;1.000.000;0;S;460.375;;;;;0;0;0;;2244
2004;9;2365;2;Percentual de execu��o;Funcionalidade implantanda;10;0;S;7;;;;;910.000,00;37.998,97;37.998,97;;1038
2004;9;2365;7;Unidade;Atendimento realizado;800.000;0;S;682.734;;;;;17.306.004,00;6.311.189,97;6.311.189,97;;668
2004;9;2365;8;Percentual de execu��o;Sistema implantado;15;0;S;15;;;;;610.000,00;45.321,28;45.321,28;;1651
2004;222;2365;3;Percentual de execu��o;Sistema implantado;25;0;S;0;;;;;1.998.000,00;0;0;;1039
2004;222;2365;4;Percentual de execu��o;Central implantada;50;0;S;0;;;;;1.400.000,00;0;0;;666
2004;222;2365;5;Percentual de execu��o;Central implantada;50;0;S;0;;;;;1.400.000,00;0;0;;667
2004;222;2365;6;Unidade;SAC's Modernizados;2;0;S;0;;;;;500.000,00;0;0;;664
2100;60;2897;1;Unidade;A��o integrada para atendimento de ocorr�ncia;4.000;889;S;2.589;3.111;2.589;5.700;1,425;1.185.160,00;0;590.204,22;2,861;2840
2100;109;2791;1;Pessoa;Servidor capacitado;2.120;0;S;1.823;1.823;0;1.823;0,86;7.400,00;0;0;#DIV/0!;276
2100;109;2791;2;Pessoa;Servidor capacitado;2.120;0;S;820;820;0;820;0,387;336.600,00;1.711.598,44;1.491.851,55;0,087;277
2100;109;2802;2;Pessoa;Crian�a / adolescente atendido;432;0;N;460;460;0;460;1,065;5.001,00;0;0;#DIV/0!;278
2100;109;2803;1;Unidade;Equipamento p�blico atendido;750;0;N;535;535;0;535;0,713;120.995.974,00;119.209.512,66;118.398.996,43;0,729;1464
2100;109;2803;2;Unidade;Via atendida;82;0;N;130;130;0;130;1,585;3;0;0;#DIV/0!;1463
2100;242;1334;1;Unidade;Escola Municipal com sistema instalado;70;0;S;0;0;0;0;0;1.420.001,00;0;0;#DIV/0!;280
2100;242;1334;2;Unidade;Equipamento de Sa�de com sistema instalado;69;0;S;0;0;0;0;0;1.030.000,00;0;0;#DIV/0!;281
2100;242;1391;1;Unidade;Ponto com videomonitoramento;120;0;S;13;13;0;13;0,108;3.232.960,00;4.167,60;4.167,60;84,038;279
2100;242;1391;2;Unidade;Relat�rio Mensal;12;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2211
2100;242;2881;2;Unidade;Campanha desenvolvida;2;0;S;0;0;0;0;0;0;0;0;#DIV/0!;352
2100;242;2881;3;Pessoa;Jovem atendido;2.500;0;S;3.006;3.006;0;3.006;1,202;520.000,00;250.127,95;250.127,95;2,5;325
2100;242;2881;6;Unidade;Observat�rio implantado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;329
2100;242;2881;9;Unidade;Campanha desenvolvida;2;0;S;0;0;0;0;0;0;0;0;#DIV/0!;336
2100;242;2881;11;Unidade;�rea p�blica revitalizada;25;0;S;0;0;0;0;0;0;0;0;#DIV/0!;339
2100;242;2881;13;Unidade;C�mara implantada;9;0;S;0;0;0;0;0;0;0;0;#DIV/0!;342
2101;164;2541;1;Unidade;Edifica��es em �reas de risco monitoradas;150;0;S;176;;;;;1.989.200,00;1.497.658,67;1.497.658,67;;420
2101;164;2541;2;Unidade;Solicita��o atendida;4.000;0;S;2.228;;;;;0;0;0;;421
2101;164;2541;3;Unidade;Alerta emitido a 100% dos n�cleos mobilizados;89;0;S;64;;;;;116.000,00;57.158,75;57.158,75;;422
2101;164;2541;6;Pessoa;Pessoa capacitada;300;0;S;286;;;;;0;0;0;;425
2101;164;2541;7;Unidade;Vistoria t�cnica realizada em 100% das demandas;60;0;S;48;;;;;0;0;0;;426
2101;164;2541;8;Unidade;Atividade realizada;20;0;S;4;;;;;0;0;0;;395
2200;140;2041;2;Pessoa;Pessoa capacitada;4.680;0;S;2.386;2.386;0;2.386;0,51;69.000,00;74.443,73;0;#DIV/0!;1047
2200;140;2041;4;Pessoa;Pessoa capacitada;500;0;S;2.673;2.673;0;2.673;5,346;13.000,00;0;0;#DIV/0!;1037
2200;140;2041;7;Unidade;Plano Elaborado;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;493
2200;140;2046;1;Unidade;Escola contemplada;19;0;N;20;20;0;20;1,053;1.641.818,00;3.831.826,25;3.831.826,25;0,451;834
2200;140;2046;1;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;924.170,00;3.144.589,80;3.144.589,80;0,294;835
2200;140;2046;1;Unidade;Escola contemplada;7;0;N;10;10;0;10;1,429;613.270,00;3.196.502,80;3.196.502,80;0,274;836
2200;140;2046;1;Unidade;Escola contemplada;21;0;N;28;28;0;28;1,333;1.765.043,00;3.526.486,55;3.526.486,55;0,667;837
2200;140;2046;1;Unidade;Escola contemplada;14;0;N;18;18;0;18;1,286;1.110.700,00;2.899.822,80;2.861.978,80;0,499;838
2200;140;2046;1;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;1.671.906,00;3.122.503,00;3.122.503,00;0,535;839
2200;140;2046;1;Unidade;Escola contemplada;10;0;N;13;13;0;13;1,3;951.183,00;2.761.687,30;2.761.687,30;0,448;840
2200;140;2046;1;Unidade;Escola contemplada;15;0;N;16;16;0;16;1,067;1.342.057,00;2.955.140,70;2.955.140,70;0,484;841
2200;140;2046;1;Unidade;Escola contemplada;14;0;N;19;19;0;19;1,357;1.542.768,00;2.138.311,60;2.138.311,60;0,979;842
2200;140;2046;2;Unidade;Escola contemplada;29;0;N;29;29;0;29;1;5.929.274,00;5.215.747,10;5.215.747,10;1,137;823
2200;140;2046;2;Unidade;Escola contemplada;15;0;N;14;14;0;14;0,933;1.934.238,00;1.851.829,20;1.851.829,20;0,975;825
2200;140;2046;2;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;2.527.469,00;2.303.982,60;2.303.982,60;1,097;826
2200;140;2046;2;Unidade;Escola contemplada;30;0;N;30;30;0;30;1;4.518.242,00;4.148.643,60;4.148.643,60;1,089;828
2200;140;2046;2;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;2.306.052,00;2.431.960,70;2.431.960,70;0,948;829
2200;140;2046;2;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;3.642.876,00;3.289.436,20;3.289.436,20;1,107;830
2200;140;2046;2;Unidade;Escola contemplada;16;0;N;16;16;0;16;1;2.276.303,00;2.068.423,10;2.068.423,10;1,101;831
2200;140;2046;2;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;2.898.406,00;2.922.762,70;2.922.762,70;0,992;832
2200;140;2046;2;Unidade;Escola contemplada;32;0;N;32;32;0;32;1;5.569.573,00;4.886.012,10;4.886.012,10;1,14;833
2200;140;2046;3;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;186.498,00;183.681,90;183.681,90;1,015;843
2200;140;2046;3;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;267.229,00;332.245,00;332.245,00;0,804;844
2200;140;2046;3;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;95.271,00;74.520,70;74.520,70;1,278;845
2200;140;2046;3;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;175.504,00;161.687,10;161.687,10;1,085;846
2200;140;2046;3;Unidade;Escola contemplada;12;0;N;12;12;0;12;1;101.687,00;92.863,50;92.863,50;1,095;847
2200;140;2046;3;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;125.427,00;122.281,80;122.281,80;1,026;848
2200;140;2046;3;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;105.466,00;86.207,60;86.207,60;1,223;849
2200;140;2046;3;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;87.830,00;74.305,60;74.305,60;1,182;850
2200;140;2046;3;Unidade;Escola contemplada;19;0;N;19;19;0;19;1;160.522,00;163.121,30;163.121,30;0,984;851
2200;140;2046;4;escola;Escola contemplada;19;0;N;20;20;0;20;1,053;520.583,00;289.457,81;289.457,81;1,893;892
2200;140;2046;4;escola;Escola contemplada;11;0;N;10;10;0;10;0,909;320.598,00;157.443,52;157.443,52;1,851;893
2200;140;2046;4;escola;Escola contemplada;7;0;N;9;9;0;9;1,286;235.887,00;98.653,00;98.653,00;3,074;894
2200;140;2046;4;escola;Escola contemplada;21;0;N;22;22;0;22;1,048;685.403,00;245.947,59;245.947,59;2,919;895
2200;140;2046;4;escola;Escola contemplada;14;0;N;14;14;0;14;1;361.539,00;156.628,03;156.628,03;2,308;896
2200;140;2046;4;escola;Escola contemplada;20;0;N;19;19;0;19;0,95;525.324,00;216.870,48;216.870,48;2,301;897
2200;140;2046;4;escola;Escola contemplada;10;0;N;11;11;0;11;1,1;326.041,00;160.251,04;160.251,04;2,238;898
2200;140;2046;4;escola;Escola contemplada;15;0;N;14;14;0;14;0,933;491.584,00;186.343,13;186.343,13;2,462;899
2200;140;2046;4;escola;Escola contemplada;14;0;N;17;17;0;17;1,214;482.367,00;182.193,13;182.193,13;3,215;900
2200;140;2046;5;Unidade;Escola contemplada;29;0;N;27;27;0;27;0,931;1.284.940,00;328.830,00;328.830,00;3,638;883
2200;140;2046;5;Unidade;Escola contemplada;15;0;N;12;12;0;12;0,8;532.560,00;109.803,99;109.803,99;3,88;884
2200;140;2046;5;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;567.448,00;114.604,87;114.604,87;3,631;885
2200;140;2046;5;Unidade;Escola contemplada;30;0;N;22;22;0;22;0,733;1.146.378,00;224.172,54;224.172,54;3,75;886
2200;140;2046;5;Unidade;Escola contemplada;18;0;N;14;14;0;14;0,778;582.000,00;167.721,94;167.721,94;2,699;887
2200;140;2046;5;Unidade;Escola contemplada;20;0;N;17;17;0;17;0,85;861.000,00;205.709,34;205.709,34;3,558;888
2200;140;2046;5;Unidade;Escola contemplada;16;0;N;12;12;0;12;0,75;553.000,00;121.461,89;121.461,89;3,415;889
2200;140;2046;5;Unidade;Escola contemplada;15;0;N;13;13;0;13;0,867;645.000,00;136.680,46;136.680,46;4,09;890
2200;140;2046;5;Unidade;Escola contemplada;32;0;N;17;17;0;17;0,531;1.309.000,00;142.799,00;142.799,00;4,87;891
2200;140;2046;6;Unidade;Escola contemplada;18;0;N;0;0;0;0;0;69.928,00;0;0;#DIV/0!;901
2200;140;2046;6;Unidade;Escola contemplada;11;0;N;1;1;0;1;0,091;76.888,00;241;241;29,003;902
2200;140;2046;6;Unidade;Escola contemplada;10;0;N;0;0;0;0;0;34.724,00;0;0;#DIV/0!;904
2200;140;2046;6;Unidade;Escola contemplada;18;0;N;0;0;0;0;0;67.367,00;0;0;#DIV/0!;905
2200;140;2046;6;Unidade;Escola contemplada;12;0;N;0;0;0;0;0;33.782,00;0;0;#DIV/0!;906
2200;140;2046;6;Unidade;Escola contemplada;15;0;N;0;0;0;0;0;45.641,00;0;0;#DIV/0!;907
2200;140;2046;6;Unidade;Escola contemplada;10;0;N;0;0;0;0;0;39.574,00;0;0;#DIV/0!;908
2200;140;2046;6;Unidade;Escola contemplada;11;0;N;0;0;0;0;0;36.782,00;0;0;#DIV/0!;909
2200;140;2046;6;Unidade;Escola contemplada;19;0;N;0;0;0;0;0;64.662,00;0;0;#DIV/0!;910
2200;140;2046;9;Unidade;Escola contemplada;19;0;N;9;9;0;9;0,474;74.900,00;184.122,00;184.122,00;0,193;874
2200;140;2046;9;Unidade;Escola contemplada;11;0;N;10;10;0;10;0,909;62.300,00;226.687,00;226.687,00;0,25;875
2200;140;2046;9;Unidade;Escola contemplada;7;0;N;5;5;0;5;0,714;40.250,00;30.903,00;30.903,00;0,93;876
2200;140;2046;9;Unidade;Escola contemplada;21;0;N;9;9;0;9;0,429;96.250,00;236.968,00;236.968,00;0,174;877
2200;140;2046;9;Unidade;Escola contemplada;14;0;N;8;8;0;8;0,571;83.650,00;237.471,00;237.471,00;0,201;878
2200;140;2046;9;Unidade;Escola contemplada;20;0;N;8;8;0;8;0,4;66.500,00;168.793,00;168.793,00;0,158;879
2200;140;2046;9;Unidade;Escola contemplada;10;0;N;7;7;0;7;0,7;49.000,00;178.030,00;178.030,00;0,193;880
2200;140;2046;9;Unidade;Escola contemplada;15;0;N;6;6;0;6;0,4;56.000,00;322.543,00;322.543,00;0,069;881
2200;140;2046;9;Unidade;Escola contemplada;14;0;N;8;8;0;8;0,571;82.250,00;119.295,00;119.295,00;0,394;882
2200;140;2046;10;Unidade;Escola contemplada;29;0;N;16;16;0;16;0,552;561.200,00;2.269.652,00;2.269.652,00;0,136;865
2200;140;2046;10;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;287.000,00;976.387,95;976.387,95;0,216;866
2200;140;2046;10;Unidade;Escola contemplada;15;0;N;11;11;0;11;0,733;268.800,00;1.215.001,00;1.215.001,00;0,162;867
2200;140;2046;10;Unidade;Escola contemplada;30;0;N;23;23;0;23;0,767;491.650,00;2.283.142,00;2.283.142,00;0,165;868
2200;140;2046;10;Unidade;Escola contemplada;18;0;N;13;13;0;13;0,722;327.950,00;761.957,48;761.957,48;0,311;869
2200;140;2046;10;Unidade;Escola contemplada;20;0;N;16;16;0;16;0,8;415.450,00;876.348,83;876.348,83;0,379;870
2200;140;2046;10;Unidade;Escola contemplada;16;0;N;10;10;0;10;0,625;260.750,00;1.049.539,00;1.049.539,00;0,155;871
2200;140;2046;10;Unidade;Escola contemplada;15;0;N;13;13;0;13;0,867;269.850,00;792.748,00;792.748,00;0,295;872
2200;140;2046;10;Unidade;Escola contemplada;32;0;N;24;24;0;24;0,75;506.250,00;1.855.915,51;1.855.915,51;0,205;873
2200;140;2046;12;Unidade;Escola contemplada;19;0;N;19;19;0;19;1;483.875,00;4.551.485,00;4.551.485,00;0,106;2056
2200;140;2046;12;Unidade;Escola contemplada;11;0;N;11;11;0;11;1;1.000,00;0;0;#DIV/0!;2057
2200;140;2046;12;Unidade;Escola contemplada;7;0;N;7;7;0;7;1;387.822,00;1.312.265,00;1.312.265,00;0,296;2058
2200;140;2046;12;Unidade;Escola contemplada;21;0;N;21;21;0;21;1;1.082.560,00;5.092.707,00;5.092.707,00;0,213;2059
2200;140;2046;12;Unidade;Escola contemplada;14;0;N;12;12;0;12;0,857;1.436.610,00;3.264.915,00;3.264.915,00;0,377;2060
2200;140;2046;12;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;1.000,00;2.590.046,00;2.590.046,00;0;2061
2200;140;2046;12;Unidade;Escola contemplada;10;0;N;10;10;0;10;1;1.431.073,00;4.476.254,00;4.476.254,00;0,32;2062
2200;140;2046;12;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;1.151.148,00;6.335.214,00;6.335.214,00;0,182;2063
2200;140;2046;12;Unidade;Escola contemplada;14;0;N;14;14;0;14;1;1.986.361,00;5.473.473,00;5.473.473,00;0,363;2064
2200;140;2046;13;Unidade;Escola contemplada;29;0;N;29;29;0;29;1;33.523.093,00;43.033.478,00;43.033.478,00;0,779;2042
2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;15.892.385,00;18.381.601,00;18.381.601,00;0,865;2043
2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;16.768.779,00;23.341.442,00;23.341.442,00;0,718;2045
2200;140;2046;13;Unidade;Escola contemplada;30;0;N;30;30;0;30;1;30.944.637,00;42.500.489,00;42.500.489,00;0,728;2047
2200;140;2046;13;Unidade;Escola contemplada;18;0;N;18;18;0;18;1;17.098.797,00;23.894.987,00;23.894.987,00;0,716;2049
2200;140;2046;13;Unidade;Escola contemplada;20;0;N;20;20;0;20;1;21.190.029,00;29.932.816,00;29.932.816,00;0,708;2052
2200;140;2046;13;Unidade;Escola contemplada;16;0;N;16;16;0;16;1;16.621.481,00;17.749.601,00;17.749.601,00;0,936;2053
2200;140;2046;13;Unidade;Escola contemplada;15;0;N;15;15;0;15;1;18.441.434,00;23.782.013,00;23.782.013,00;0,775;2054
2200;140;2046;13;Unidade;Escola contemplada;32;0;N;32;32;0;32;1;32.971.826,00;30.903.487,00;30.903.487,00;1,067;2055
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;4;4;0;4;1,333;60.000,00;80.000,00;80.000,00;1;2250
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60.000,00;40.000,00;40.000,00;1;2251
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60.000,00;40.000,00;40.000,00;1;2252
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;6;6;0;6;2;60.000,00;120.000,00;120.000,00;1;2253
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60.000,00;40.000,00;40.000,00;1;2254
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;4;4;0;4;1,333;60.000,00;80.000,00;80.000,00;1;2255
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60.000,00;40.000,00;40.000,00;1;2256
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;3;3;0;3;1;60.000,00;60.000,00;60.000,00;1;2257
2200;140;2046;14;Unidade;Escola contemplada;3;0;N;2;2;0;2;0,667;60.000,00;40.000,00;40.000,00;1;2258
2200;140;2080;1;Pessoa;Aluno matriculado;7.365;0;N;6.301;6.301;0;6.301;0,856;47.060.000,00;47.763.315,96;47.664.537,37;0,845;389
2200;140;2080;1;Pessoa;Aluno matriculado;2.500;0;N;1.495;1.495;0;1.495;0,598;6.393.100,00;9.422.304,90;9.422.304,90;0,406;391
2200;140;2080;1;Pessoa;Aluno matriculado;9.023;0;N;8.087;8.087;0;8.087;0,896;57.504.716,00;60.038.404,34;59.826.197,89;0,861;414
2200;140;2080;1;Pessoa;Aluno matriculado;1.800;0;N;1.140;1.140;0;1.140;0,633;4.378.000,00;1.107.776,00;1.107.776,00;2,503;415
2200;140;2080;1;Pessoa;Aluno matriculado;23.000;0;N;18.096;18.096;0;18.096;0,787;101.963.600,00;111.744.795,09;111.348.222,94;0,72;430
2200;140;2080;1;Pessoa;Aluno matriculado;2.750;0;N;2.041;2.041;0;2.041;0,742;7.261.000,00;1.705.446,99;1.705.446,99;3,16;431
2200;140;2080;1;Pessoa;Aluno matriculado;1.500;0;N;1.147;1.147;0;1.147;0,765;3.911.000,00;999.055,99;999.055,99;2,993;442
2200;140;2080;1;Pessoa;Aluno matriculado;11.000;0;N;7.971;7.971;0;7.971;0,725;55.332.300,00;57.141.493,00;56.942.225,45;0,704;447
2200;140;2080;1;Pessoa;Aluno matriculado;9.000;0;N;9.154;9.154;0;9.154;1,017;57.014.500,00;59.250.686,47;59.043.944,82;0,982;465
2200;140;2080;1;Pessoa;Aluno matriculado;1.500;0;N;920;920;0;920;0,613;3.453.000,00;739.793,24;739.793,24;2,863;487
2200;140;2080;1;Pessoa;Aluno matriculado;21.500;0;N;19.487;19.487;0;19.487;0,906;118.119.900,00;118.857.489,48;118.400.977,53;0,904;497
2200;140;2080;1;Pessoa;Aluno matriculado;12.750;0;N;12.741;12.741;0;12.741;0,999;66.213.500,00;60.746.775,87;60.454.600,25;1,094;558
2200;140;2080;1;Pessoa;Aluno matriculado;21.510;0;N;21.505;21.505;0;21.505;1;118.979.900,00;115.980.566,28;115.502.931,21;1,03;607
2200;140;2080;1;Pessoa;Aluno matriculado;2.465;0;N;2.428;2.428;0;2.428;0,985;6.705.000,00;1.624.582,30;1.624.582,30;4,065;609
2200;140;2080;1;Pessoa;Aluno matriculado;12.000;0;N;11.178;11.178;0;11.178;0,932;64.198.000,00;68.375.746,92;68.203.181,05;0,877;1713
2200;140;2080;1;Pessoa;Aluno matriculado;1.800;0;N;934;934;0;934;0,519;3.567.000,00;747.333,01;747.333,01;2,477;1714
2200;140;2080;1;Pessoa;Aluno matriculado;1.300;0;N;1.525;1.525;0;1.525;1,173;4.159.900,00;6.860.450,01;6.860.450,01;0,711;1953
2200;140;2080;1;Pessoa;Aluno matriculado;2.500;0;N;2.067;2.067;0;2.067;0,827;7.124.000,00;1.713.884,92;1.713.884,92;3,437;1955
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;393
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;416
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;433
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;443
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;448
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;496
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;553
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;673
2200;140;2080;2;Unidade;Evento realizado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;1693
2200;140;2150;1;Pessoa;Aluno matriculado;436;0;N;577;577;0;577;1,323;2.134.000,00;0;0;#DIV/0!;2494
2200;140;2334;3;Unidade;Evento realizado;1;0;S;2;2;0;2;2;8.000,00;247.002,59;247.002,59;0,065;1448
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;5;0;N;0;0;0;0;0;11.000,00;0;0;#DIV/0!;466
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;5;0;N;0;0;0;0;0;9.000,00;0;0;#DIV/0!;467
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;2;0;N;0;0;0;0;0;9.000,00;0;0;#DIV/0!;468
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;2;0;N;0;0;0;0;0;8.000,00;0;0;#DIV/0!;469
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;10;0;N;0;0;0;0;0;15.000,00;0;0;#DIV/0!;470
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;10;0;N;0;0;0;0;0;20.000,00;0;0;#DIV/0!;472
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;2;0;N;0;0;0;0;0;6.000,00;0;0;#DIV/0!;473
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;6;0;N;0;0;0;0;0;9.000,00;0;0;#DIV/0!;474
2200;140;2503;2;Fam�lia;Fam�lia beneficiada;10;0;N;0;0;0;0;0;12.000,00;0;0;#DIV/0!;475
2200;140;2542;1;Pessoa;Aluno matriculado;3.350;0;N;2.831;2.831;0;2.831;0,845;26.931.000,00;20.031.726,73;19.954.121,44;1,141;392
2200;140;2542;1;Pessoa;Aluno matriculado;6.226;0;N;3.490;3.490;0;3.490;0,561;27.319.700,00;20.655.579,00;20.593.766,92;0,744;418
2200;140;2542;1;Pessoa;Aluno matriculado;7.000;0;N;7.163;7.163;0;7.163;1,023;48.217.000,00;36.754.925,96;36.648.682,96;1,346;432
2200;140;2542;1;Pessoa;Aluno matriculado;3.700;0;N;3.647;3.647;0;3.647;0,986;30.188.200,00;28.549.277,17;28.463.660,06;1,045;445
2200;140;2542;1;Pessoa;Aluno matriculado;2.300;0;N;2.490;2.490;0;2.490;1,083;16.993.500,00;12.560.272,30;12.499.119,55;1,472;450
2200;140;2542;1;Pessoa;Aluno matriculado;5.917;0;N;5.910;5.910;0;5.910;0,999;33.645.400,00;32.400.661,63;32.305.578,45;1,04;502
2200;140;2542;1;Pessoa;Aluno matriculado;5.800;0;N;6.176;6.176;0;6.176;1,065;41.843.800,00;43.419.093,97;43.286.155,75;1,029;559
2200;140;2542;1;Pessoa;Aluno matriculado;6.022;0;N;6.590;6.590;0;6.590;1,094;43.124.500,00;42.388.712,16;42.259.994,42;1,117;606
2200;140;2542;1;Pessoa;Aluno matriculado;5.899;0;N;5.385;5.385;0;5.385;0,913;38.184.100,00;34.385.025,60;34.291.886,14;1,016;1715
2200;140;2542;2;Pessoa;Aluno matriculado;340;0;N;339;339;0;339;0,997;0;0;0;#DIV/0!;1884
2200;140;2542;2;Pessoa;Aluno matriculado;300;0;N;0;0;0;0;0;0;0;0;#DIV/0!;1885
2200;140;2542;2;Pessoa;Aluno matriculado;100;0;N;124;124;0;124;1,24;0;0;0;#DIV/0!;1886
2200;140;2542;2;Pessoa;Aluno matriculado;270;0;N;278;278;0;278;1,03;0;0;0;#DIV/0!;1887
2200;140;2542;2;Pessoa;Aluno matriculado;35;0;N;38;38;0;38;1,086;0;0;0;#DIV/0!;1889
2200;140;2542;2;Pessoa;Aluno matriculado;100;0;N;108;108;0;108;1,08;0;0;0;#DIV/0!;1890
2200;140;2700;1;Pessoa;Aluno beneficiado;10.327;0;S;10.208;10.208;0;10.208;0,988;1.458.457,00;894.774,10;624.108,00;2,31;604
2200;140;2700;1;Pessoa;Aluno beneficiado;6.427;0;S;6.055;6.055;0;6.055;0,942;706.793,00;497.972,64;343.056,70;1,941;628
2200;140;2700;1;Pessoa;Aluno beneficiado;6.011;0;S;6.302;6.302;0;6.302;1,048;972.280,00;513.628,02;371.089,28;2,747;629
2200;140;2700;1;Pessoa;Aluno beneficiado;9.727;0;S;9.587;9.587;0;9.587;0,986;1.520.811,00;866.745,18;624.312,76;2,401;630
2200;140;2700;1;Pessoa;Aluno beneficiado;6.517;0;S;6.214;6.214;0;6.214;0,954;1.053.838,00;570.149,77;398.090,16;2,524;631
2200;140;2700;1;Pessoa;Aluno beneficiado;8.231;0;S;8.418;8.418;0;8.418;1,023;1.165.977,00;739.138,71;518.205,00;2,301;632
2200;140;2700;1;Pessoa;Aluno beneficiado;7.032;0;S;7.783;7.783;0;7.783;1,107;1.084.890,00;640.431,25;442.645,86;2,713;633
2200;140;2700;1;Pessoa;Aluno beneficiado;7.088;0;S;8.458;8.458;0;8.458;1,193;1.310.851,00;672.705,55;477.394,58;3,277;634
2200;140;2700;1;Pessoa;Aluno beneficiado;6.666;0;S;6.972;6.972;0;6.972;1,046;1.108.617,00;627.775,79;437.149,48;2,652;635
2200;140;2700;2;Pessoa;Aluno beneficiado;21.596;0;S;21.986;21.986;0;21.986;1,018;3.629.124,00;2.383.158,66;1.451.406,08;2,546;603
2200;140;2700;2;Pessoa;Aluno beneficiado;6.568;0;S;6.423;6.423;0;6.423;0,978;1.431.250,00;743.950,46;446.117,08;3,137;620
2200;140;2700;2;Pessoa;Aluno beneficiado;8.293;0;S;7.842;7.842;0;7.842;0,946;1.783.677,00;895.924,20;539.799,39;3,125;621
2200;140;2700;2;Pessoa;Aluno beneficiado;18.307;0;S;17.986;17.986;0;17.986;0,982;3.285.403,00;2.044.702,12;1.232.715,70;2,618;622
2200;140;2700;2;Pessoa;Aluno beneficiado;8.630;0;S;8.684;8.684;0;8.684;1,006;1.511.280,00;1.014.495,12;634.151,95;2,398;623
